numero_processo,fluxo,worker_outcome,tst_resultado,tst_codigo,g1_resultado,g2_resultado,tem_g1,tem_g2
00011762520155120003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006990520145090008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006416520155090008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01317327620155130007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00018844620145090245,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108350520155150026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006238120155120001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01317634820155130023,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01313563320155130026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00029363420145030184,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110311220145150025,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115587520145150085,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00118088320155120012,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00119352920155150144,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006225220155090657,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002582720155090028,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10013533520155020363,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10008096320145020466,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111797420155030040,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10011612220155020422,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110937920145150113,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012080920135040234,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00055804320135120051,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00019446020155110008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000874920165120029,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013443120155120034,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005759720155090004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003495120145090029,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00007116720145040231,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014828620155020030,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00001023820145090654,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003986120165120022,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00023024420145090322,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000809720115040015,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00006161020135120050,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00210190820145040011,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00107947620155120008,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00019998720135020054,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008999420135040231,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00011304920155120031,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00104175320135030032,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00116087320145150062,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00206169420145040025,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000103020155080209,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00003842420155030035,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004232620155030001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10006847520145020311,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00255001220095150131,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015202920145020032,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002932420115010521,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00104703120155030075,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005931920135050031,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000371720165060182,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012318920145120009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00025704320155120011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00023759320145020036,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00119124620135030093,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105866020135010205,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105828920155150002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01315397920155130001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113627720135010070,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006545120155120050,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003934120155080004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006152720145020031,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00020168320145020444,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00025988720145080130,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10021472520145020320,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012939520155110018,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00020689720145030138,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108807920145150111,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008664920155060144,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00200268420155040251,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002974620165120047,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014795220125050031,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006004020155190002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10001625520145020341,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00106499620135010072,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00250911220145240066,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01310089020155130001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008313020155090072,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00216816920145040011,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00115445920145150031,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00500109820165120011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008030620145090005,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00023548020155090653,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00250646720145240021,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00011265220155170005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011707520145050026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00017279020145090013,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00202553420145040007,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00016541020135150071,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00019955620155110013,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00018753020135090242,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002102920155090041,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
01308190620155130004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015849720145020045,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00802000520145170131,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013862520135090005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00103341020145150051,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105002320145010054,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01305259420155130022,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00019277320145090021,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00021880720125020311,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008532820155190002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000131520155090093,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00021131420105120002,G2→TST,INDEFINIDO,Provido,237,,Provimento em Parte,False,True
00115777720135180103,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105637020145150147,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00103043620155150084,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00016815420145020027,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004023920155070001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004303620125020038,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003496720155120050,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00022706220115020088,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003288520155020433,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009254920135020037,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004163220155050016,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00016164020135090014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00020695020135090009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012319120155020087,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003940620145020076,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00018139720145020064,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008058920155020019,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012776720145020038,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00104683420155030181,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015300820135150045,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002765520145040664,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009883620155120034,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011907820135040301,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00016110720135030007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00874001720085020026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014826020155200006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107951220145150138,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013688220145050036,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000018720165130017,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010579820135070027,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005309020155090684,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101063820135150126,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008696720155190006,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00101060220135190005,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00015101520115040232,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00114554320155120012,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00009523920165120040,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009306520155210007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013065320145120034,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007246520155170006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013697220155120057,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
01514003320125170005,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00108482420135190006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00205954220145040406,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00102431720135050023,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00013612820145120026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013885920125050031,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00103037620145150087,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00104317020145150128,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101441820155150017,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01304302220145130015,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009162720135040233,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00012783520125150014,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00105615120145150034,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00104012420135150046,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006699620155120057,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004669520155080106,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013146820135020058,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007698620145020373,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00017236520145020072,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006947920145050012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013768320155100101,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002747320145090041,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00018862620115020371,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111610920145150152,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012766920155120038,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010938420155080208,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110494220145150119,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011080620135150054,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003397520145090653,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006243620145020080,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00023927920145020085,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00202623020165040662,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107072520145150121,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00046365820155120055,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000312220145090303,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014083220145020009,G2→TST,INDEFINIDO,Desprovido,236,,Provimento em Parte,False,True
00249828720145240101,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000047820165120014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011077220155120009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006591020155090001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00019605620145020054,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01317313420155130026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00208220920155040661,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003068220155080005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113536820155180201,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01308839520155130010,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00200438420135040027,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007287920135150119,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00017495720135150130,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008889620145120008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009705120125050022,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
10004174320145020719,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01304371320155130004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00022436220145090029,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00112624020155120008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00028574220145020068,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105412520145010204,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00118488320135030142,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107378620145150080,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008876820165130023,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101961620155010207,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00001073820155060192,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002336620165120037,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004928920135100015,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003321220135040733,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00016399220145090129,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00006979420165060122,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011621720165130023,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000915420155060008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00203068420145040382,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00110635220155030110,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00001328120155050191,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00020604520135150131,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00103446020135060012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005243120155090863,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10021408020145020466,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00103032820135010014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014502020145090322,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012809720155090068,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014138420125090670,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009461020135040024,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00006012320145020070,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012026520145020446,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108011620145010071,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00126677920135010205,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01312450920155130007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011515320155060011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01316902120155130009,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00008272120155060122,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00241362720155240007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005580720155210011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006298720155060411,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004672920145190003,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00209979120155040664,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000665520165130026,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
10015624520155020608,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01308728120155130005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101830220155150086,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01316906720155130026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015700420145060013,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00016252520145060022,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009277320155060413,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005753520165170006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113306720145010028,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006727920115020086,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002448220165120009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004752020145120029,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111187420135010321,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00959002620115170131,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00000766020165170003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108804720155120008,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00018378920145100101,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003927420145150108,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00016967320155060351,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003823920155120056,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010726120155120026,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00016529320145090872,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00021299520145090006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002384120155020445,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00106534120135120036,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006402420155120032,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006714020155120001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012614920145120034,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004084220135090007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107748520155120008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002090320165060232,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107707620155030112,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00017375420155190003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113150920155120012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015291820145120030,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110645220145010005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00001066320155020063,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00103644820155030179,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105448020155030109,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012271320155050009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01051003920095010045,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00106925420155120008,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00015557320125190003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101985720145150004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00116514120135110002,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00013258820135150138,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010756920135150004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00114284020135010011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00104195220165180015,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014415220135090012,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00014545720135150053,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006227120155020067,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014284820145060191,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101130420145150091,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00102307820145180004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000689720145050032,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010839120155120058,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004394320165130008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000479620145090651,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00001270320155090012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014328320155090121,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010369320145090072,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00023018520145020441,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00019844620105020015,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010777920145050037,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01307515320155130005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015288320145090008,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00243390720155240001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
