numero_tst,numero_g1,trt_region,g1_codigo,g1_resultado,tst_resultado,tst_codigo,worker_outcome,core
00108350520155150026,00108350520155150026,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00108352015515
00002582720155090028,00002585320155090084,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00002582015509
10013533520155020363,10013539720155020601,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10013532015502
00111797420155030040,00111795620155030143,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00111792015503
10011612220155020422,10011614320155020318,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10011612015502
00013443120155120034,00013445320155120059,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00013442015512
00005759720155090004,00005757320155090012,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00005752015509
00014828620155020030,00014821720155020441,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00014822015502
00000371720165060182,00000373020165060016,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00000372016506
00008664920155060144,00008665220155060143,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008662015506
00200268420155040251,00200260920155040761,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00200262015504
00002974620165120047,00002978720165120001,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00002972016512
00008313020155090072,00008319720155090664,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008312015509
00008532820155190002,00008532820155190002,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008532015519
00103043620155150084,00103042820155150022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00103042015515
00004163220155050016,00004164420155050012,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004162015505
00012319120155020087,00012318320155020025,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00012312015502
00104683420155030181,00104682320155030023,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104682015503
00005309020155090684,00005303020155090122,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00005302015509
00101441820155150017,00101443620155150011,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101442015515
00006699620155120057,00006699620155120057,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006692015512
00202623020165040662,00202629220165040027,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00202622016504
00208220920155040661,00208220920155040661,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00208222015504
01308839520155130010,01308839520155130010,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01308832015513
00101961620155010207,00101961620155010207,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101962015501
00110635220155030110,00110635220155030013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00110632015503
00001328120155050191,00001324820155050008,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00001322015505
00005243120155090863,00005245920155090013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00005242015509
01312450920155130007,01312451520155130005,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,01312452015513
00008272120155060122,00008277520155060201,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008272015506
00209979120155040664,00209972120155040752,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00209972015504
00000665520165130026,00000668220165130017,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00000662016513
00101830220155150086,00101832120155150015,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00101832015515
00002448220165120009,00002446420165120015,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00002442016512
00002090320165060232,00002095420165060312,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00002092016506
00107707620155030112,00107701220155030101,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107702015503
00012271320155050009,00012276220155050025,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00012272015505
00001270320155090012,00001275220155090028,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00001272015509
00014328320155090121,00014328320155090121,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00014322015509
00111588620155150130,00111588620155150130,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00111582015515
01316418020155130008,01316418020155130008,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01316412015513
01311048120155130009,01311048120155130009,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01311042015513
00102959720155150141,00102958420155150016,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102952015515
00009782520155140005,00009782520155140005,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009782015514
00011078920155190005,00011078920155190005,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00011072015519
00007074120155050013,00007073820155050014,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00007072015505
00011840620155060282,00011849820155060413,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00011842015506
00005108920165050421,00005109220165050032,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00005102016505
00202594320155040102,00202593520155040234,UNKNOWN,219,Procedência,Provido,237,PERDEU,00202592015504
00016551620165120057,00016551620165120057,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00016552016512
10000541020175020086,10000549720175020251,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000542017502
00105402820155030017,00105402820155030017,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105402015503
00005085420165130015,00005085420165130015,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00005082016513
00001029220165190006,00001029220165190006,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00001022016519
00035098520155120055,00035098520155120055,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00035092015512
00111196020165030107,00111196020165030107,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00111192016503
00101054320165030074,00101058220165030158,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101052016503
00200340420165040291,00200342220165040382,UNKNOWN,219,Procedência,Provido,237,PERDEU,00200342016504
00009229720165120009,00009221620165120036,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00009222016512
00002053420165130017,00002053420165130017,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00002052016513
00013096820155050195,00013098720155050221,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00013092015505
00022797320155090028,00022795520155090325,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00022792015509
00008646020155060312,00008646020155060312,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00008642015506
00007929820155090018,00007929820155090018,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00007922015509
00014883820155020016,00014888120155020034,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00014882015502
00004728020155050011,00004724420155050023,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00004722015505
00004463720155090863,00004465720155090242,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00004462015509
00000017820165120029,00000017820165120029,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00000012016512
00119183120155150002,00119183420155150001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00119182015515
00001336520155020089,00001338620155020082,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00001332015502
00111965920165030078,00111969020165030100,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00111962016503
00122893420155150086,00122890420155150096,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00122892015515
00117865320155150105,00117867820155150032,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00117862015515
00014746520165120008,00014740820165120027,UNKNOWN,219,Procedência,Provido,237,PERDEU,00014742016512
00004842720155020028,00004842720155020028,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00004842015502
00014980920155020008,00014980920155020008,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00014982015502
00107175120165030180,00107172020165030158,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107172016503
00013964920155120059,00013962920155120001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00013962015512
00108397120165030016,00108393520165030028,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00108392016503
00005886520165190010,00005888320165190004,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00005882016519
00004131820165130017,00004135120165130006,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00004132016513
00105579220165150147,00105570520165150079,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00105572016515
00006389420155040802,00006389420155040802,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006382015504
00004154520165210023,00004154520165210023,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004152016521
00205148020155040302,00205148020155040302,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00205142015504
00010214220155060018,00010214220155060018,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00010212015506
00111507420165030109,00111506220165030113,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00111502016503
00105532220165030169,00105538420165030019,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105532016503
10000696020165020717,10000691520165020053,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000692016502
00117390320155150001,00117393220155150153,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00117392015515
00116013420155150131,00116019820155150045,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00116012015515
00101167320155030182,00101167320155030182,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101162015503
00209945220155040304,00209942420155040281,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00209942015504
00011607220155050001,00011607220155050001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00011602015505
00202559120155040203,00202559120155040203,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00202552015504
10010748120155020611,10010748720155020318,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10010742015502
00009714520165120040,00009714520165120040,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009712016512
10001294820165020712,10001290320165020242,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10001292016502
10018194520165020605,10018192920165020384,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10018192016502
00201380920155040104,00201381820155040101,UNKNOWN,219,Procedência,Provido,237,PERDEU,00201382015504
00107244620165030179,00107249220165030099,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107242016503
00017031020165130004,00017031020165130004,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00017032016513
10001165720155020462,10001166220155020331,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10001162015502
00001346820165130005,00001347720165130002,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00001342016513
10013088420165020431,10013087720165020401,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,10013082016502
00105762920165030181,00105769520165030062,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105762016503
00009321920155020442,00009324720155020077,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00009322015502
00016785120155020064,00016787420155020024,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00016782015502
00107126520155030147,00107128220155030109,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00107122015503
00113462320165030019,00113463220165030016,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00113462016503
00010885420165120034,00010881120165120016,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00010882016512
00204156020165040663,00204157620165040205,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00204152016504
01003214320165010062,01003211320165010072,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01003212016501
10008356420165020701,10008358920165020046,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10008352016502
10000267020155020261,10000263020155020048,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000262015502
00100537720155180102,00100537720155180102,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00100532015518
00110380820165030012,00110380820165030012,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00110382016503
00100672920155010007,00100672920155010201,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00100672015501
00014432920155120057,00014432920155120057,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00014432015512
00009627220155090567,00009626120155090021,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009622015509
00018865120155090028,00018862920155090003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00018862015509
10017065020155020242,10017061320155020319,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10017062015502
00017595920165120040,00017595920165120040,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00017592016512
00118889120155150132,00118883120155150055,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00118882015515
00011521420155050028,00011522320155050025,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00011522015505
01306834920155130023,01306834920155130023,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01306832015513
00011917420155090068,00011916820155090652,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00011912015509
00007430920155230005,00007430920155230005,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00007432015523
00001608020155060010,00001605620155060018,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00001602015506
00000584520165090655,00000584620165090008,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00000582016509
00009921920155090661,00009924020155090072,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009922015509
00008789820165060121,00008785220165060007,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008782016506
00101267520155120018,00101266120155120055,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00101262015512
00203767020155040381,00203767020155040381,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00203762015504
00008605020165080015,00008605020165080015,UNKNOWN,219,Procedência,Provido,237,PERDEU,00008602016508
00112089720165030070,00112088820165030073,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112082016503
00002596920155020072,00002595320155020433,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00002592015502
00101620720155150060,00101625720155150011,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101622015515
00012464320155050195,00012468620155050019,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00012462015505
10004209420155020611,10004201520155020314,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10004202015502
00112620720155150089,00112627020155150068,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112622015515
01309439520155130001,01309439520155130001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01309432015513
00118381320155010049,00118384420155010071,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00118382015501
00200262720165040291,00200266520165040731,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00200262016504
00103731220155030049,00103731220155030049,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00103732015503
00008308020165140004,00008308020165140004,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008302016514
00000715720155050019,00000719720155050038,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00000712015505
00001311420165050013,00001313820165050005,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00001312016505
00013009620165190061,00013009620165190061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00013002016519
00010116620165190061,00010116620165190061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00010112016519
00009778020155050008,00009778020155050008,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009772015505
00020781420165130003,00020781420165130003,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00020782016513
00009215820165190061,00009215820165190061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009212016519
00119217120155150006,00119211720155150121,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00119212015515
10010402420155020606,10010403320155020312,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10010402015502
00108163920165030077,00108166920165030164,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00108162016503
00010116220155190009,00010116220155190009,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00010112015519
00006482320155060014,00006484820155060232,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006482015506
00008748620155050036,00008745520155050014,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00008742015505
00000243720165090084,00000248620165090003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00000242016509
00017933620155090013,00017933020155090015,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00017932015509
00006151220155070012,00006151220155070012,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006152015507
00010099620165190061,00010099620165190061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00010092016519
00102918020165030037,00102917420165030039,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00102912016503
10001863320165020432,10001865720165020036,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10001862016502
00102780420155030074,00102787120155030181,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102782015503
00048030220155120047,00048030220155120047,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00048032015512
00004493320165050195,00004493420165050421,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004492016505
00208905020155040663,00208907020155040721,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00208902015504
00205894420155040812,00205894420155040812,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00205892015504
00007841620165050013,00007841620165050013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00007842016505
00008665220155060143,00008665220155060143,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008662015506
01317008320155130003,01317008320155130003,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01317002015513
00002540820175130028,00002540820175130028,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00002542017513
00000087220155090002,00000086920155090003,UNKNOWN,219,Procedência,Provido,237,PERDEU,00000082015509
00019759820165130005,00019759820165130005,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00019752016513
01300416720155130026,01300416420155130027,UNKNOWN,220,Improcedência,Provido,237,GANHOU,01300412015513
00006937120165060182,00006937120165060182,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006932016506
00007353420155190008,00007353420155190008,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00007352015519
01311056320155130010,01311056320155130010,UNKNOWN,220,Improcedência,Provido,237,GANHOU,01311052015513
00003311920155060016,00003311920155060016,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00003312015506
00001864020155120001,00001864020155120001,UNKNOWN,221,Procedência em Parte,Provido,237,PERDEU,00001862015512
00112309120155030038,00112309120155030038,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112302015503
00003698820165050027,00003697020165050033,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00003692016505
00016447920155020063,00016443120155020079,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00016442015502
00008255120155060122,00008255120155060122,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008252015506
00113976920155150137,00113973020155150053,UNKNOWN,219,Procedência,Provido,237,PERDEU,00113972015515
00000389420165090965,00000386320165090652,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00000382016509
00004685920175130008,00004681720175130022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004682017513
00113188320165180101,00113187720165180103,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00113182016518
10002076520155020263,10002070920155020314,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10002072015502
10000542120155020202,10000549720155020015,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000542015502
00207880320155040251,00207880820155040023,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00207882015504
10011603620165020605,10011602220165020254,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10011602016502
00009386220165070018,00009386220165070018,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009382016507
00117568220155030030,00117564020155030044,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00117562015503
00016661520155060003,00016661520155060003,UNKNOWN,219,Procedência,Provido,237,PERDEU,00016662015506
00012057720155080006,00012057720155080006,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00012052015508
00100158320175030176,00100156520175030182,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00100152017503
00004647020155090665,00004641520155090069,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004642015509
10014070220155020492,10014070220155020492,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10014072015502
00106089020165150022,00106089020165150022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00106082016515
10008885820155020708,10008884020155020714,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10008882015502
00009630520155060191,00009630520155060191,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009632015506
00012212120155020031,00012215420155020020,UNKNOWN,219,Procedência,Provido,237,PERDEU,00012212015502
10012243120165020707,10012249820165020038,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10012242016502
10001433520165020711,10001431320165020201,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10001432016502
00100595920165030040,00100591520165030184,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00100592016503
10000584720155020432,10000582320155020052,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000582015502
00118565920165030173,00118565920165030173,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00118562016503
10013113320155020703,10013113320155020703,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10013112015502
00008785020165100004,00008780820165100018,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008782016510
00101296220155010074,00101299820155010062,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00101292015501
00110138120155150113,00110135120155150026,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00110132015515
00107358920165150131,00107358520165150003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107352016515
00011991320155090016,00011994920155090004,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00011992015509
00018005420155090069,00018001920155090016,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00018002015509
10005224520155020473,10005224620155020602,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10005222015502
01311047820155130010,01311048120155130009,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01311042015513
00125862320155150092,00125862320155150092,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00125862015515
01306046420155130025,01306046420155130025,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01306042015513
00104857120165150126,00104858920165150120,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104852016515
00004060320155050011,00004061820155050006,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004062015505
00003582920165050134,00003585220165050191,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00003582016505
00201097420155040292,00201097420155040292,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00201092015504
00111747920165150138,00111749320165150101,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00111742016515
00009180620165190061,00009180620165190061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009182016519
00014956120165190003,00014956120165190003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00014952016519
00013988320165220001,00013988320165220001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00013982016522
00119763420155150099,00119763420155150099,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00119762015515
00116101020155150094,00116103920155150052,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00116102015515
00011756320155050026,00011756320155050026,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00011752015505
00104782420155030102,00104781320155030138,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00104782015503
00104208320155030049,00104201820155030103,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00104202015503
00006062620165210012,00006062620165210012,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006062016521
00112372920165030077,00112379120165030024,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00112372016503
00006082220165050018,00006082220165050018,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006082016505
01305146520155130022,01305146520155130022,UNKNOWN,220,Improcedência,Provido,237,GANHOU,01305142015513
00000493120165130022,00000493120165130022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00000492016513
00000995420165130023,00000995720165130022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00000992016513
01309386720155130003,01309386720155130003,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01309382015513
00102316020165030182,00102314820165030089,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102312016503
00105361020155150032,00105364320155150021,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00105362015515
10002371120165020055,10002372220165020019,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10002372016502
00010416920155060103,00010416620155060201,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00010412015506
00006312220165120034,00006310420165120040,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00006312016512
00003675120165050017,00003675120165050017,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00003672016505
10022829720155020709,10022820320155020611,UNKNOWN,220,Improcedência,Provido,237,GANHOU,10022822015502
00105625820155180053,00105625520155180054,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105622015518
00000369420175090026,00000369420175090026,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00000362017509
00100790420175180103,00100790420175180103,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00100792017518
00112167120155150136,00112165220155150013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112162015515
01311073320155130010,01311073320155130010,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01311072015513
01318175620155130009,01318175620155130009,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01318172015513
00102659820155030043,00102650920155030105,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00102652015503
01317578920155130007,01317578920155130007,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01317572015513
00018558920165130026,00018558920165130026,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00018552016513
00108638820165030052,00108635220165030064,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00108632016503
00101302820175180131,00101302820175180131,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101302017518
00003665720155230031,00003664920155230066,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00003662015523
00009165820155050191,00009165820155050191,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009162015505
10003718020155020311,10003718020155020311,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10003712015502
00023167520155090004,00023166320155090008,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00023162015509
00002325620155090019,00002325620155090019,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00002322015509
00009614020165190061,00009614020165190061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009612016519
00116502520175030136,00116503220175030069,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00116502017503
00101565120155150140,00101569720155150060,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101562015515
00007881920165120026,00007888820165120003,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00007882016512
00003186820165050612,00003186820165050612,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00003182016505
