numero_processo,g1_fonte,g1_resultado,g2_resultado,tst_resultado,worker_outcome,tem_dados_reais_g1,core
00011762520155120003,NENHUMA,,,Desprovido,PERDEU,False,00011762015512
00006990520145090008,NENHUMA,,,Desprovido,PERDEU,False,00006992014509
00006416520155090008,NENHUMA,,,Desprovido,PERDEU,False,00006412015509
01317327620155130007,NENHUMA,,,Desprovido,PERDEU,False,01317322015513
00018844620145090245,NENHUMA,,,Desprovido,PERDEU,False,00018842014509
00108350520155150026,NENHUMA,,,Desprovido,PERDEU,False,00108352015515
00006238120155120001,NENHUMA,,,Desprovido,PERDEU,False,00006232015512
01317634820155130023,NENHUMA,,,Desprovido,PERDEU,False,01317632015513
01313563320155130026,NENHUMA,,,Desprovido,PERDEU,False,01313562015513
00029363420145030184,NENHUMA,,,Desprovido,PERDEU,False,00029362014503
00110311220145150025,NENHUMA,,,Desprovido,PERDEU,False,00110312014515
00115587520145150085,NENHUMA,,,Desprovido,PERDEU,False,00115582014515
00118088320155120012,NENHUMA,,,Provido,GANHOU,False,00118082015512
00119352920155150144,NENHUMA,,,Desprovido,PERDEU,False,00119352015515
00006225220155090657,NENHUMA,,,Desprovido,PERDEU,False,00006222015509
00002582720155090028,NENHUMA,,,Desprovido,PERDEU,False,00002582015509
10013533520155020363,NENHUMA,,,Desprovido,PERDEU,False,10013532015502
10008096320145020466,NENHUMA,,,Desprovido,PERDEU,False,10008092014502
00111797420155030040,NENHUMA,,,Desprovido,PERDEU,False,00111792015503
10011612220155020422,NENHUMA,,,Desprovido,PERDEU,False,10011612015502
00110937920145150113,NENHUMA,,,Desprovido,PERDEU,False,00110932014515
00012080920135040234,NENHUMA,,,Desprovido,PERDEU,False,00012082013504
00055804320135120051,NENHUMA,,,Desprovido,PERDEU,False,00055802013512
00019446020155110008,NENHUMA,,,Desprovido,PERDEU,False,00019442015511
00000874920165120029,NENHUMA,,,Desprovido,PERDEU,False,00000872016512
00013443120155120034,NENHUMA,,,Desprovido,PERDEU,False,00013442015512
00005759720155090004,NENHUMA,,,Desprovido,PERDEU,False,00005752015509
00003495120145090029,NENHUMA,,,Provido,GANHOU,False,00003492014509
00007116720145040231,NENHUMA,,,Desprovido,PERDEU,False,00007112014504
00014828620155020030,NENHUMA,,,Desprovido,PERDEU,False,00014822015502
00001023820145090654,NENHUMA,,,Desprovido,PERDEU,False,00001022014509
00003986120165120022,NENHUMA,,,Desprovido,PERDEU,False,00003982016512
00023024420145090322,NENHUMA,,,Desprovido,PERDEU,False,00023022014509
00000809720115040015,NENHUMA,,,Provido,GANHOU,False,00000802011504
00006161020135120050,NENHUMA,,,Provido,GANHOU,False,00006162013512
00210190820145040011,NENHUMA,,,Provido,GANHOU,False,00210192014504
00107947620155120008,NENHUMA,,,Provido,GANHOU,False,00107942015512
00019998720135020054,NENHUMA,,,Desprovido,PERDEU,False,00019992013502
00008999420135040231,NENHUMA,,,Provido,GANHOU,False,00008992013504
00011304920155120031,NENHUMA,,,Desprovido,PERDEU,False,00011302015512
00104175320135030032,NENHUMA,,,Desprovido,PERDEU,False,00104172013503
00116087320145150062,NENHUMA,,,Desprovido,PERDEU,False,00116082014515
00206169420145040025,NENHUMA,,,Desprovido,PERDEU,False,00206162014504
00000103020155080209,NENHUMA,,,Provido,GANHOU,False,00000102015508
00003842420155030035,NENHUMA,,,Desprovido,PERDEU,False,00003842015503
00004232620155030001,NENHUMA,,,Desprovido,PERDEU,False,00004232015503
10006847520145020311,NENHUMA,,,Desprovido,PERDEU,False,10006842014502
00255001220095150131,NENHUMA,,,Desprovido,PERDEU,False,00255002009515
00015202920145020032,NENHUMA,,,Desprovido,PERDEU,False,00015202014502
00002932420115010521,NENHUMA,,,Desprovido,PERDEU,False,00002932011501
00104703120155030075,NENHUMA,,,Desprovido,PERDEU,False,00104702015503
00005931920135050031,NENHUMA,,,Desprovido,PERDEU,False,00005932013505
00000371720165060182,NENHUMA,,,Desprovido,PERDEU,False,00000372016506
00012318920145120009,NENHUMA,,,Desprovido,PERDEU,False,00012312014512
00025704320155120011,NENHUMA,,,Desprovido,PERDEU,False,00025702015512
00023759320145020036,NENHUMA,,,Desprovido,PERDEU,False,00023752014502
00119124620135030093,NENHUMA,,,Desprovido,PERDEU,False,00119122013503
00105866020135010205,NENHUMA,,,Desprovido,PERDEU,False,00105862013501
00105828920155150002,NENHUMA,,,Desprovido,PERDEU,False,00105822015515
01315397920155130001,NENHUMA,,,Desprovido,PERDEU,False,01315392015513
00113627720135010070,NENHUMA,,,Desprovido,PERDEU,False,00113622013501
00006545120155120050,NENHUMA,,,Desprovido,PERDEU,False,00006542015512
00003934120155080004,NENHUMA,,,Desprovido,PERDEU,False,00003932015508
00006152720145020031,NENHUMA,,,Desprovido,PERDEU,False,00006152014502
00020168320145020444,NENHUMA,,,Desprovido,PERDEU,False,00020162014502
00025988720145080130,NENHUMA,,,Desprovido,PERDEU,False,00025982014508
10021472520145020320,NENHUMA,,,Desprovido,PERDEU,False,10021472014502
00012939520155110018,NENHUMA,,,Provido,GANHOU,False,00012932015511
00020689720145030138,NENHUMA,,,Desprovido,PERDEU,False,00020682014503
00108807920145150111,NENHUMA,,,Desprovido,PERDEU,False,00108802014515
00008664920155060144,NENHUMA,,,Desprovido,PERDEU,False,00008662015506
00200268420155040251,NENHUMA,,,Desprovido,PERDEU,False,00200262015504
00002974620165120047,NENHUMA,,,Desprovido,PERDEU,False,00002972016512
00014795220125050031,NENHUMA,,,Desprovido,PERDEU,False,00014792012505
00006004020155190002,NENHUMA,,,Desprovido,PERDEU,False,00006002015519
10001625520145020341,NENHUMA,,,Provido,GANHOU,False,10001622014502
00106499620135010072,NENHUMA,,,Provido,GANHOU,False,00106492013501
00250911220145240066,NENHUMA,,,Desprovido,PERDEU,False,00250912014524
01310089020155130001,NENHUMA,,,Desprovido,PERDEU,False,01310082015513
00008313020155090072,NENHUMA,,,Desprovido,PERDEU,False,00008312015509
00216816920145040011,NENHUMA,,,Provido,GANHOU,False,00216812014504
00115445920145150031,NENHUMA,,,Desprovido,PERDEU,False,00115442014515
00500109820165120011,NENHUMA,,,Desprovido,PERDEU,False,00500102016512
00008030620145090005,NENHUMA,,,Provido,GANHOU,False,00008032014509
00023548020155090653,NENHUMA,,,Provido,GANHOU,False,00023542015509
00250646720145240021,NENHUMA,,,Provido,GANHOU,False,00250642014524
00011265220155170005,NENHUMA,,,Desprovido,PERDEU,False,00011262015517
00011707520145050026,NENHUMA,,,Desprovido,PERDEU,False,00011702014505
00017279020145090013,NENHUMA,,,Desprovido,PERDEU,False,00017272014509
00202553420145040007,NENHUMA,,,Provido,GANHOU,False,00202552014504
00016541020135150071,NENHUMA,,,Provido,GANHOU,False,00016542013515
00019955620155110013,NENHUMA,,,Desprovido,PERDEU,False,00019952015511
00018753020135090242,NENHUMA,,,Desprovido,PERDEU,False,00018752013509
00002102920155090041,NENHUMA,,,Provido,GANHOU,False,00002102015509
01308190620155130004,NENHUMA,,,Desprovido,PERDEU,False,01308192015513
00015849720145020045,NENHUMA,,,Desprovido,PERDEU,False,00015842014502
00802000520145170131,NENHUMA,,,Desprovido,PERDEU,False,00802002014517
00013862520135090005,NENHUMA,,,Desprovido,PERDEU,False,00013862013509
00103341020145150051,NENHUMA,,,Desprovido,PERDEU,False,00103342014515
00105002320145010054,NENHUMA,,,Desprovido,PERDEU,False,00105002014501
01305259420155130022,NENHUMA,,,Desprovido,PERDEU,False,01305252015513
00019277320145090021,NENHUMA,,,Desprovido,PERDEU,False,00019272014509
00021880720125020311,NENHUMA,,,Desprovido,PERDEU,False,00021882012502
00008532820155190002,NENHUMA,,,Desprovido,PERDEU,False,00008532015519
00000131520155090093,NENHUMA,,,Desprovido,PERDEU,False,00000132015509
00021131420105120002,NENHUMA,,,Provido,GANHOU,False,00021132010512
00115777720135180103,NENHUMA,,,Desprovido,PERDEU,False,00115772013518
00105637020145150147,NENHUMA,,,Desprovido,PERDEU,False,00105632014515
00103043620155150084,NENHUMA,,,Desprovido,PERDEU,False,00103042015515
00016815420145020027,NENHUMA,,,Desprovido,PERDEU,False,00016812014502
00004023920155070001,NENHUMA,,,Desprovido,PERDEU,False,00004022015507
00004303620125020038,NENHUMA,,,Desprovido,PERDEU,False,00004302012502
00003496720155120050,NENHUMA,,,Desprovido,PERDEU,False,00003492015512
00022706220115020088,NENHUMA,,,Desprovido,PERDEU,False,00022702011502
00003288520155020433,NENHUMA,,,Desprovido,PERDEU,False,00003282015502
00009254920135020037,NENHUMA,,,Desprovido,PERDEU,False,00009252013502
00004163220155050016,NENHUMA,,,Desprovido,PERDEU,False,00004162015505
00016164020135090014,NENHUMA,,,Desprovido,PERDEU,False,00016162013509
00020695020135090009,NENHUMA,,,Desprovido,PERDEU,False,00020692013509
00012319120155020087,NENHUMA,,,Desprovido,PERDEU,False,00012312015502
00003940620145020076,NENHUMA,,,Desprovido,PERDEU,False,00003942014502
00018139720145020064,NENHUMA,,,Desprovido,PERDEU,False,00018132014502
00008058920155020019,NENHUMA,,,Desprovido,PERDEU,False,00008052015502
00012776720145020038,NENHUMA,,,Desprovido,PERDEU,False,00012772014502
00104683420155030181,NENHUMA,,,Desprovido,PERDEU,False,00104682015503
00015300820135150045,NENHUMA,,,Desprovido,PERDEU,False,00015302013515
00002765520145040664,NENHUMA,,,Desprovido,PERDEU,False,00002762014504
00009883620155120034,NENHUMA,,,Desprovido,PERDEU,False,00009882015512
00011907820135040301,NENHUMA,,,Provido,GANHOU,False,00011902013504
00016110720135030007,NENHUMA,,,Desprovido,PERDEU,False,00016112013503
00874001720085020026,NENHUMA,,,Desprovido,PERDEU,False,00874002008502
00014826020155200006,NENHUMA,,,Desprovido,PERDEU,False,00014822015520
00107951220145150138,NENHUMA,,,Desprovido,PERDEU,False,00107952014515
00013688220145050036,NENHUMA,,,Desprovido,PERDEU,False,00013682014505
00000018720165130017,NENHUMA,,,Desprovido,PERDEU,False,00000012016513
00010579820135070027,NENHUMA,,,Desprovido,PERDEU,False,00010572013507
00005309020155090684,NENHUMA,,,Desprovido,PERDEU,False,00005302015509
00101063820135150126,NENHUMA,,,Desprovido,PERDEU,False,00101062013515
00008696720155190006,NENHUMA,,,Provido,GANHOU,False,00008692015519
00101060220135190005,NENHUMA,,,Provido,GANHOU,False,00101062013519
00015101520115040232,NENHUMA,,,Provido,GANHOU,False,00015102011504
00114554320155120012,NENHUMA,,,Provido,GANHOU,False,00114552015512
00009523920165120040,NENHUMA,,,Desprovido,PERDEU,False,00009522016512
00009306520155210007,NENHUMA,,,Desprovido,PERDEU,False,00009302015521
00013065320145120034,NENHUMA,,,Desprovido,PERDEU,False,00013062014512
00007246520155170006,NENHUMA,,,Desprovido,PERDEU,False,00007242015517
00013697220155120057,NENHUMA,,,Provido,GANHOU,False,00013692015512
01514003320125170005,NENHUMA,,,Provido,GANHOU,False,01514002012517
00108482420135190006,NENHUMA,,,Desprovido,PERDEU,False,00108482013519
00205954220145040406,NENHUMA,,,Provido,GANHOU,False,00205952014504
00102431720135050023,NENHUMA,,,Provido,GANHOU,False,00102432013505
00013612820145120026,NENHUMA,,,Desprovido,PERDEU,False,00013612014512
00013885920125050031,NENHUMA,,,Desprovido,PERDEU,False,00013882012505
00103037620145150087,NENHUMA,,,Desprovido,PERDEU,False,00103032014515
00104317020145150128,NENHUMA,,,Desprovido,PERDEU,False,00104312014515
00101441820155150017,NENHUMA,,,Desprovido,PERDEU,False,00101442015515
01304302220145130015,NENHUMA,,,Desprovido,PERDEU,False,01304302014513
00009162720135040233,NENHUMA,,,Provido,GANHOU,False,00009162013504
00012783520125150014,NENHUMA,,,Provido,GANHOU,False,00012782012515
00105615120145150034,NENHUMA,,,Desprovido,PERDEU,False,00105612014515
00104012420135150046,NENHUMA,,,Desprovido,PERDEU,False,00104012013515
00006699620155120057,NENHUMA,,,Desprovido,PERDEU,False,00006692015512
00004669520155080106,NENHUMA,,,Desprovido,PERDEU,False,00004662015508
00013146820135020058,NENHUMA,,,Desprovido,PERDEU,False,00013142013502
00007698620145020373,NENHUMA,,,Desprovido,PERDEU,False,00007692014502
00017236520145020072,NENHUMA,,,Desprovido,PERDEU,False,00017232014502
00006947920145050012,NENHUMA,,,Desprovido,PERDEU,False,00006942014505
00013768320155100101,NENHUMA,,,Desprovido,PERDEU,False,00013762015510
00002747320145090041,NENHUMA,,,Desprovido,PERDEU,False,00002742014509
00018862620115020371,NENHUMA,,,Desprovido,PERDEU,False,00018862011502
00111610920145150152,NENHUMA,,,Desprovido,PERDEU,False,00111612014515
00012766920155120038,NENHUMA,,,Desprovido,PERDEU,False,00012762015512
00010938420155080208,NENHUMA,,,Desprovido,PERDEU,False,00010932015508
00110494220145150119,NENHUMA,,,Desprovido,PERDEU,False,00110492014515
00011080620135150054,NENHUMA,,,Desprovido,PERDEU,False,00011082013515
00003397520145090653,NENHUMA,,,Desprovido,PERDEU,False,00003392014509
00006243620145020080,NENHUMA,,,Desprovido,PERDEU,False,00006242014502
00023927920145020085,NENHUMA,,,Desprovido,PERDEU,False,00023922014502
00202623020165040662,NENHUMA,,,Desprovido,PERDEU,False,00202622016504
00107072520145150121,NENHUMA,,,Desprovido,PERDEU,False,00107072014515
00046365820155120055,NENHUMA,,,Desprovido,PERDEU,False,00046362015512
00000312220145090303,NENHUMA,,,Desprovido,PERDEU,False,00000312014509
00014083220145020009,NENHUMA,,,Desprovido,PERDEU,False,00014082014502
00249828720145240101,NENHUMA,,,Desprovido,PERDEU,False,00249822014524
00000047820165120014,NENHUMA,,,Desprovido,PERDEU,False,00000042016512
00011077220155120009,NENHUMA,,,Desprovido,PERDEU,False,00011072015512
00006591020155090001,NENHUMA,,,Desprovido,PERDEU,False,00006592015509
00019605620145020054,NENHUMA,,,Desprovido,PERDEU,False,00019602014502
01317313420155130026,NENHUMA,,,Desprovido,PERDEU,False,01317312015513
00208220920155040661,NENHUMA,,,Desprovido,PERDEU,False,00208222015504
00003068220155080005,NENHUMA,,,Desprovido,PERDEU,False,00003062015508
00113536820155180201,NENHUMA,,,Desprovido,PERDEU,False,00113532015518
01308839520155130010,NENHUMA,,,Desprovido,PERDEU,False,01308832015513
00200438420135040027,NENHUMA,,,Desprovido,PERDEU,False,00200432013504
00007287920135150119,NENHUMA,,,Desprovido,PERDEU,False,00007282013515
00017495720135150130,NENHUMA,,,Desprovido,PERDEU,False,00017492013515
00008889620145120008,NENHUMA,,,Desprovido,PERDEU,False,00008882014512
00009705120125050022,NENHUMA,,,Provido,GANHOU,False,00009702012505
10004174320145020719,NENHUMA,,,Desprovido,PERDEU,False,10004172014502
01304371320155130004,NENHUMA,,,Desprovido,PERDEU,False,01304372015513
00022436220145090029,NENHUMA,,,Desprovido,PERDEU,False,00022432014509
00112624020155120008,NENHUMA,,,Desprovido,PERDEU,False,00112622015512
00028574220145020068,NENHUMA,,,Desprovido,PERDEU,False,00028572014502
00105412520145010204,NENHUMA,,,Desprovido,PERDEU,False,00105412014501
00118488320135030142,NENHUMA,,,Desprovido,PERDEU,False,00118482013503
00107378620145150080,NENHUMA,,,Desprovido,PERDEU,False,00107372014515
00008876820165130023,NENHUMA,,,Desprovido,PERDEU,False,00008872016513
00101961620155010207,NENHUMA,,,Desprovido,PERDEU,False,00101962015501
00001073820155060192,NENHUMA,,,Desprovido,PERDEU,False,00001072015506
00002336620165120037,NENHUMA,,,Desprovido,PERDEU,False,00002332016512
00004928920135100015,NENHUMA,,,Desprovido,PERDEU,False,00004922013510
00003321220135040733,NENHUMA,,,Provido,GANHOU,False,00003322013504
00016399220145090129,NENHUMA,,,Provido,GANHOU,False,00016392014509
00006979420165060122,NENHUMA,,,Desprovido,PERDEU,False,00006972016506
00011621720165130023,NENHUMA,,,Desprovido,PERDEU,False,00011622016513
00000915420155060008,NENHUMA,,,Desprovido,PERDEU,False,00000912015506
00203068420145040382,NENHUMA,,,Provido,GANHOU,False,00203062014504
00110635220155030110,NENHUMA,,,Desprovido,PERDEU,False,00110632015503
00001328120155050191,NENHUMA,,,Desprovido,PERDEU,False,00001322015505
00020604520135150131,NENHUMA,,,Desprovido,PERDEU,False,00020602013515
00103446020135060012,NENHUMA,,,Desprovido,PERDEU,False,00103442013506
00005243120155090863,NENHUMA,,,Desprovido,PERDEU,False,00005242015509
10021408020145020466,NENHUMA,,,Desprovido,PERDEU,False,10021402014502
00103032820135010014,NENHUMA,,,Desprovido,PERDEU,False,00103032013501
00014502020145090322,NENHUMA,,,Desprovido,PERDEU,False,00014502014509
00012809720155090068,NENHUMA,,,Desprovido,PERDEU,False,00012802015509
00014138420125090670,NENHUMA,,,Desprovido,PERDEU,False,00014132012509
00009461020135040024,NENHUMA,,,Provido,GANHOU,False,00009462013504
00006012320145020070,NENHUMA,,,Desprovido,PERDEU,False,00006012014502
00012026520145020446,NENHUMA,,,Desprovido,PERDEU,False,00012022014502
00108011620145010071,NENHUMA,,,Provido,GANHOU,False,00108012014501
00126677920135010205,NENHUMA,,,Desprovido,PERDEU,False,00126672013501
01312450920155130007,NENHUMA,,,Desprovido,PERDEU,False,01312452015513
00011515320155060011,NENHUMA,,,Desprovido,PERDEU,False,00011512015506
01316902120155130009,NENHUMA,,,Provido,GANHOU,False,01316902015513
00008272120155060122,NENHUMA,,,Desprovido,PERDEU,False,00008272015506
00241362720155240007,NENHUMA,,,Desprovido,PERDEU,False,00241362015524
00005580720155210011,NENHUMA,,,Desprovido,PERDEU,False,00005582015521
00006298720155060411,NENHUMA,,,Desprovido,PERDEU,False,00006292015506
00004672920145190003,NENHUMA,,,Provido,GANHOU,False,00004672014519
00209979120155040664,NENHUMA,,,Desprovido,PERDEU,False,00209972015504
00000665520165130026,NENHUMA,,,Provido,GANHOU,False,00000662016513
10015624520155020608,NENHUMA,,,Desprovido,PERDEU,False,10015622015502
01308728120155130005,NENHUMA,,,Desprovido,PERDEU,False,01308722015513
00101830220155150086,NENHUMA,,,Desprovido,PERDEU,False,00101832015515
01316906720155130026,NENHUMA,,,Desprovido,PERDEU,False,01316902015513
00015700420145060013,NENHUMA,,,Desprovido,PERDEU,False,00015702014506
00016252520145060022,NENHUMA,,,Desprovido,PERDEU,False,00016252014506
00009277320155060413,NENHUMA,,,Desprovido,PERDEU,False,00009272015506
00005753520165170006,NENHUMA,,,Desprovido,PERDEU,False,00005752016517
00113306720145010028,NENHUMA,,,Desprovido,PERDEU,False,00113302014501
00006727920115020086,NENHUMA,,,Desprovido,PERDEU,False,00006722011502
00002448220165120009,NENHUMA,,,Desprovido,PERDEU,False,00002442016512
00004752020145120029,NENHUMA,,,Desprovido,PERDEU,False,00004752014512
00111187420135010321,NENHUMA,,,Desprovido,PERDEU,False,00111182013501
00959002620115170131,NENHUMA,,,Provido,GANHOU,False,00959002011517
00000766020165170003,NENHUMA,,,Desprovido,PERDEU,False,00000762016517
00108804720155120008,NENHUMA,,,Provido,GANHOU,False,00108802015512
00018378920145100101,NENHUMA,,,Desprovido,PERDEU,False,00018372014510
00003927420145150108,NENHUMA,,,Desprovido,PERDEU,False,00003922014515
00016967320155060351,NENHUMA,,,Desprovido,PERDEU,False,00016962015506
00003823920155120056,NENHUMA,,,Desprovido,PERDEU,False,00003822015512
00010726120155120026,NENHUMA,,,Provido,GANHOU,False,00010722015512
00016529320145090872,NENHUMA,,,Desprovido,PERDEU,False,00016522014509
00021299520145090006,NENHUMA,,,Desprovido,PERDEU,False,00021292014509
00002384120155020445,NENHUMA,,,Desprovido,PERDEU,False,00002382015502
00106534120135120036,NENHUMA,,,Desprovido,PERDEU,False,00106532013512
00006402420155120032,NENHUMA,,,Desprovido,PERDEU,False,00006402015512
00006714020155120001,NENHUMA,,,Desprovido,PERDEU,False,00006712015512
00012614920145120034,NENHUMA,,,Desprovido,PERDEU,False,00012612014512
00004084220135090007,NENHUMA,,,Desprovido,PERDEU,False,00004082013509
00107748520155120008,NENHUMA,,,Desprovido,PERDEU,False,00107742015512
00002090320165060232,NENHUMA,,,Desprovido,PERDEU,False,00002092016506
00107707620155030112,NENHUMA,,,Desprovido,PERDEU,False,00107702015503
00017375420155190003,NENHUMA,,,Desprovido,PERDEU,False,00017372015519
00113150920155120012,NENHUMA,,,Desprovido,PERDEU,False,00113152015512
00015291820145120030,NENHUMA,,,Desprovido,PERDEU,False,00015292014512
00110645220145010005,NENHUMA,,,Desprovido,PERDEU,False,00110642014501
00001066320155020063,NENHUMA,,,Provido,GANHOU,False,00001062015502
00103644820155030179,NENHUMA,,,Desprovido,PERDEU,False,00103642015503
00105448020155030109,NENHUMA,,,Desprovido,PERDEU,False,00105442015503
00012271320155050009,NENHUMA,,,Desprovido,PERDEU,False,00012272015505
01051003920095010045,NENHUMA,,,Desprovido,PERDEU,False,01051002009501
00106925420155120008,NENHUMA,,,Provido,GANHOU,False,00106922015512
00015557320125190003,NENHUMA,,,Desprovido,PERDEU,False,00015552012519
00101985720145150004,NENHUMA,,,Desprovido,PERDEU,False,00101982014515
00116514120135110002,NENHUMA,,,Provido,GANHOU,False,00116512013511
00013258820135150138,NENHUMA,,,Desprovido,PERDEU,False,00013252013515
00010756920135150004,NENHUMA,,,Desprovido,PERDEU,False,00010752013515
00114284020135010011,NENHUMA,,,Desprovido,PERDEU,False,00114282013501
00104195220165180015,NENHUMA,,,Desprovido,PERDEU,False,00104192016518
00014415220135090012,NENHUMA,,,Provido,GANHOU,False,00014412013509
00014545720135150053,NENHUMA,,,Desprovido,PERDEU,False,00014542013515
00006227120155020067,NENHUMA,,,Desprovido,PERDEU,False,00006222015502
00014284820145060191,NENHUMA,,,Desprovido,PERDEU,False,00014282014506
00101130420145150091,NENHUMA,,,Desprovido,PERDEU,False,00101132014515
00102307820145180004,NENHUMA,,,Desprovido,PERDEU,False,00102302014518
00000689720145050032,NENHUMA,,,Desprovido,PERDEU,False,00000682014505
00010839120155120058,NENHUMA,,,Desprovido,PERDEU,False,00010832015512
00004394320165130008,NENHUMA,,,Desprovido,PERDEU,False,00004392016513
00000479620145090651,NENHUMA,,,Desprovido,PERDEU,False,00000472014509
00001270320155090012,NENHUMA,,,Desprovido,PERDEU,False,00001272015509
00014328320155090121,NENHUMA,,,Desprovido,PERDEU,False,00014322015509
00010369320145090072,NENHUMA,,,Provido,GANHOU,False,00010362014509
00023018520145020441,NENHUMA,,,Desprovido,PERDEU,False,00023012014502
00019844620105020015,NENHUMA,,,Desprovido,PERDEU,False,00019842010502
00010777920145050037,NENHUMA,,,Desprovido,PERDEU,False,00010772014505
01307515320155130005,NENHUMA,,,Desprovido,PERDEU,False,01307512015513
00015288320145090008,NENHUMA,,,Provido,GANHOU,False,00015282014509
00243390720155240001,NENHUMA,,,Desprovido,PERDEU,False,00243392015524
00004568820135090657,NENHUMA,,,Desprovido,PERDEU,False,00004562013509
00111588620155150130,NENHUMA,,,Desprovido,PERDEU,False,00111582015515
00005952920145120008,NENHUMA,,,Desprovido,PERDEU,False,00005952014512
00011462820115010070,NENHUMA,,,Desprovido,PERDEU,False,00011462011501
01316418020155130008,NENHUMA,,,Desprovido,PERDEU,False,01316412015513
01311048120155130009,NENHUMA,,,Desprovido,PERDEU,False,01311042015513
00102959720155150141,NENHUMA,,,Desprovido,PERDEU,False,00102952015515
00025577320145020038,NENHUMA,,,Desprovido,PERDEU,False,00025572014502
00108031720135190007,NENHUMA,,,Provido,GANHOU,False,00108032013519
00007945720135090594,NENHUMA,,,Desprovido,PERDEU,False,00007942013509
00009617420155190061,NENHUMA,,,Desprovido,PERDEU,False,00009612015519
00003983120165130023,NENHUMA,,,Desprovido,PERDEU,False,00003982016513
01319345320155130007,NENHUMA,,,Desprovido,PERDEU,False,01319342015513
00000797020155060192,NENHUMA,,,Desprovido,PERDEU,False,00000792015506
00001846620145060003,NENHUMA,,,Desprovido,PERDEU,False,00001842014506
00009782520155140005,NENHUMA,,,Desprovido,PERDEU,False,00009782015514
00016408720125090019,NENHUMA,,,Desprovido,PERDEU,False,00016402012509
00011078920155190005,NENHUMA,,,Desprovido,PERDEU,False,00011072015519
00103089120155120008,NENHUMA,,,Provido,GANHOU,False,00103082015512
00004574220155190005,NENHUMA,,,Desprovido,PERDEU,False,00004572015519
00000276520165190002,NENHUMA,,,Desprovido,PERDEU,False,00000272016519
00000171220155060004,NENHUMA,,,Desprovido,PERDEU,False,00000172015506
00017602220145190007,NENHUMA,,,Provido,GANHOU,False,00017602014519
00007074120155050013,NENHUMA,,,Desprovido,PERDEU,False,00007072015505
00001031720155190005,NENHUMA,,,Provido,GANHOU,False,00001032015519
00101855920135010044,NENHUMA,,,Desprovido,PERDEU,False,00101852013501
00003537720155170014,NENHUMA,,,Desprovido,PERDEU,False,00003532015517
00004317520145190006,NENHUMA,,,Desprovido,PERDEU,False,00004312014519
01300642220145130002,NENHUMA,,,Desprovido,PERDEU,False,01300642014513
00107511820135190008,NENHUMA,,,Desprovido,PERDEU,False,00107512013519
00103320620145150127,NENHUMA,,,Provido,GANHOU,False,00103322014515
00007476120155110011,NENHUMA,,,Desprovido,PERDEU,False,00007472015511
00003190320145040531,NENHUMA,,,Desprovido,PERDEU,False,00003192014504
00105473920145150108,NENHUMA,,,Desprovido,PERDEU,False,00105472014515
01318950520155130024,NENHUMA,,,Desprovido,PERDEU,False,01318952015513
00421009320095020059,NENHUMA,,,Provido,GANHOU,False,00421002009502
00011840620155060282,NENHUMA,,,Desprovido,PERDEU,False,00011842015506
01310217120155130007,NENHUMA,,,Desprovido,PERDEU,False,01310212015513
00007649620115070028,NENHUMA,,,Provido,GANHOU,False,00007642011507
00011463720115150135,NENHUMA,,,Desprovido,PERDEU,False,00011462011515
00005108920165050421,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00005102016505
00007435020135240005,NENHUMA,,,Desprovido,PERDEU,False,00007432013524
00000175520165210005,NENHUMA,,,Desprovido,PERDEU,False,00000172016521
00014664020125040012,NENHUMA,,,Desprovido,PERDEU,False,00014662012504
00009842820165130004,NENHUMA,,,Desprovido,PERDEU,False,00009842016513
01304243920155130028,NENHUMA,,,Desprovido,PERDEU,False,01304242015513
00001719220145050133,NENHUMA,,,Provido,GANHOU,False,00001712014505
00021949820145030025,NENHUMA,,,Desprovido,PERDEU,False,00021942014503
00008201920165120060,NENHUMA,,,Desprovido,PERDEU,False,00008202016512
00202594320155040102,NENHUMA,,,Provido,GANHOU,False,00202592015504
00113485120135150152,NENHUMA,,,Desprovido,PERDEU,False,00113482013515
00012006120165210005,NENHUMA,,,Desprovido,PERDEU,False,00012002016521
00008775720145090006,NENHUMA,,,Desprovido,PERDEU,False,00008772014509
00022410620165100802,NENHUMA,,,Desprovido,PERDEU,False,00022412016510
00000293320135120035,NENHUMA,,,Desprovido,PERDEU,False,00000292013512
00019676720155120011,NENHUMA,,,Desprovido,PERDEU,False,00019672015512
00015279820135090084,NENHUMA,,,Desprovido,PERDEU,False,00015272013509
00009899820145020045,NENHUMA,,,Desprovido,PERDEU,False,00009892014502
00000396520145060017,NENHUMA,,,Provido,GANHOU,False,00000392014506
00029575220135020061,NENHUMA,,,Desprovido,PERDEU,False,00029572013502
00101630920135010009,NENHUMA,,,Desprovido,PERDEU,False,00101632013501
00016551620165120057,NENHUMA,,,Desprovido,PERDEU,False,00016552016512
00007072420145060021,NENHUMA,,,Desprovido,PERDEU,False,00007072014506
00109781020145180102,NENHUMA,,,Desprovido,PERDEU,False,00109782014518
00004579120145040232,NENHUMA,,,Desprovido,PERDEU,False,00004572014504
00109569420145150017,NENHUMA,,,Desprovido,PERDEU,False,00109562014515
00105973220145150119,NENHUMA,,,Desprovido,PERDEU,False,00105972014515
00014225120155070038,NENHUMA,,,Provido,GANHOU,False,00014222015507
00111944420155030169,NENHUMA,,,Desprovido,PERDEU,False,00111942015503
